用户ID,用户名,评分,评论内容,点赞数,发布时间,设备型号
9495058,User9495058,1,还不打差评在等什么，等蒸和火的合围之势吗,,2025-04-03 18:42,小米24069RA21C
25962345,曳星,1,听说开放退款渠道了，特来打六星好评，这是多出来那一颗（是的，我被服务器卡顿导致的瞬移搞得心态爆炸了）,,2025-04-03 18:41,Redmi K70 Ultra
7548120,安ꦿེ好丶,1,真的失望 整整8年的时间，以前我玩火影都觉得这个游戏好，策划听劝敢露脸 如今是真的太失望了,,2025-04-03 18:40,小米13
360684155,听风,1,策划能不能给个回应能不能给玩家一个道歉,,2025-04-03 18:39,Vivo X80
5814259,☆心梦无痕☆,1,不推荐新手入坑了,,2025-04-03 18:35,未提供
16362073,娮,1,海贼是魔方叠，火影啥都不是吗？说真的，泉奈漂泊琳什么的我们不稀罕，我们只要个态度，只要一个优化，只要我们的策划回来,,2025-04-03 18:35,华为ADA-AL00
414775676,一袋米抗几楼？,2,以前玩一人之下我就知道魔方肯定会有这一天的，没想到到头来又回到火影身上了，作为一个半牢玩家，我也没少氪的，现在的想法是，还不如自己吃点好的，快褒姒吧，嗯，就这样，加纳~,,2025-04-03 18:34,OnePlus Ace 2
39358975,User39358975,1,好样的魔方，都这样了还在直播的时候糊弄玩家，还想在直播的时候带货还想说他那个破带土，笑死我了，这游戏谁爱玩谁玩。退游,1,2025-04-03 00:23,未提供
403643536,虚造构思,1,战力难升，新手难获取忍者，抽卡几乎等于没保底，不建议新手入坑,1,2025-04-03 18:33,未提供
650123526,春泥,1,策划态度极差,1,2025-04-03 18:32,Redmi K60
429106728,兔子字达瓦里氏,1,本来是要刷五星的，被策划上供拿掉四颗,2,2025-04-03 18:32,荣耀 50 SE
709345836,波风水门,1,为什么不给我出体验服,1,2025-04-03 18:30,vivo Y3
104279095,手机用户104279095,2,多的不说评分先下去吧你不配,,2025-04-03 18:29,Redmi Note 11T Pro
494222693,去去就来,1,这游戏骗氪严重，忍者获取周期太长了，一个老忍法帖S需要两年加1200RMB，凉心手游,,2025-04-03 18:25,Vivo V2031EA
51832212,Rua,1,一款记吃不记打，从不把玩家放心上的游戏😄，想看策划难看吃相的可以入坑,,2025-04-03 18:25,Redmi K50
684747218,倾与青鸟,1,🔖运营服务：屎<br />真不想玩了,,2025-04-03 18:22,HONOR ALT-AN00
105335388,沫江影花,1,没什么可说的。你什么态度都没有。,,2025-04-03 18:22,未提供
677956985,，,1,老爷服务器说多少年了就是不优化那为些说了好几年的东西不忧化除了千代其他策化跪舔海贼是不是逼脸给多了😅玩家要的是一视同人不是把我们充的钱拿去养他们😡😅这一星是给千代的不是给火影的,1,2025-04-03 17:37,vivo Y200i
673181151,钟离,1,魔方道歉！少画大饼，这都第几次了，不看到游戏公告绝不罢休,1,2025-04-03 18:19,Realme GT Neo5 SE
501375650,荆子玄,1,我宣布火影忍者与三国杀一桌。,1,2025-04-03 18:17,未提供
14508856,半城繁華半城傷づ,2,哈哈哈哈哈哈哈，直播道歉原来是带货啊,1,2023-01-08 17:04,一加手机Ace 5
104929035,。。。。。,1,策划很良心啊火影的资源竟然是海贼的0.5倍太良心了,1,2025-04-03 18:13,未提供
497932075,shsh,2,吸火影玩家的血给新游戏，策划大部分叛逃，直接就是忘本了是吧😅,,2025-04-03 18:07,Vivo V2417A
104221836,权威法则,1,服务器一坨抽湿，优化优化要一年，福利还要挑起玩家对立，神人游戏，谁爱玩谁去玩，新玩家千万别给魔方爆米了,1,2025-04-03 18:05,OnePlus 10T
439011735,【       】,1,新手获取忍者困难，游戏性差,,2025-04-03 18:05,Honor 90 Pro
595561238,嘿嘿，我是筋肉怪人,1,bug不众怒不修，待遇是要区别对待的，游戏制作资源也是要区别对待的，玩家的生气点是不理的，就在那带货，说什么玩家们别叫了，直接攻击玩家了都,,2025-04-03 18:04,小米Xiaomi Pad 5 Pro
102076787,清沫,1,魔方我要你给我们玩家一个说法，对得起我们吗？退钱！,,2025-04-03 18:02,Redmi Note 12 Pro
415361246,云蔷花裳,1,能不能修一下你的b土豆服务器，天天就知道敷衍,,2025-04-03 18:01,Vivo IQOO Neo9 Pro
497170642,䪯,1,魔方什么样我，已经不多说了,,2025-04-03 18:00,Vivo IQOO Neo9S Pro
498297202,凄夜,1,先给个1星吧，什么时候改好，什么时候补齐<br />🔖运营服务：<br />一坨<br />✍🏻建议：<br />先别玩,,2025-04-03 17:59,未提供
603300534,？,1,魔方这波操作真的是无敌了，本来就有错在先，结果直播还不道歉，以为拿了一点蝇头小利就能平息战争，最关键是把热爱火影的千代给开了，什么心跳超时，莫名其妙闪现位移，也是管都不管的，然后好不容易等来优化，你告诉我要5月份😅,,2025-04-03 17:58,Xiaomi Redmi K60 Ultra
48947435,~,1,跑路了兄弟们,,2025-04-03 17:57,Vivo IQOO Neo7
421199261,彳亍,1,退坑了，搞区别对待，还有昨天的情报会这么敷衍，说的那些本来就是要送的只不过提前说了，做错了事一点道歉一点诚意都没有,,2025-04-03 17:55,Vivo V2054A
470276374,起名鬼才,1,魔方真无敌了，逆天,,2025-04-03 17:48,Redmi Note 11T Pro
480325902,༨ꫛꪝᝰ෴ ۣ，,1,火影忍者真是太好玩了，情报会上策划的态度非常的诚恳，大家多多支持啊五毛一条，括号记得删,,2025-04-03 17:48,Vivo IQOO Neo9S Pro+
710202928,风恋尘,3,服务器优化一下吧,,2025-04-03 17:46,Vivo V2049A
496196630,路过的旅行者,1,蛤蟆广和蛤蟆🛏️到底什么关系啊？拉链拉高一点好像是酷一点，严肃一点<br />🔖运营服务：<br />诗人握持，我想笑,,2025-04-03 17:45,Redmi K60
412630907,ᐕ)⁾⁾,2,bro，我还能说什么呢？<br />“5月份开始解决决斗场卡顿，瞬移等网络问题”<br />作为一个运营十年的游戏，从几年前就开始说要解决网络问题，你到现在才刚刚开始要优化你那土豆服务器?你吗的你诗人啊？以前真纯画饼是吧😅<br />作为一个几乎涵盖我青春的游戏之一，就算后来我换了号重新从新手开始我都没想过退游，结果什么玩意?道歉会你整成带货?还是录播带货😂<br />包括忍者获取难度，别的不说就忍法帖，也别相同类型的比了，但凡有战令系统都是进阶能拿全，豪华是多送又减负，火影是豪华才能拿全的“独一份”😂，还要每天上班一样的做满周活日活，不然就要花钱补等级😅这个减负有没有减?你加个A忍进去有屁用?哦，忍者都快出完了你反而不慢点出把精力花在质量上，出一堆粗制滥造的玩意?你们198的忍者该仓管就仓管，你要我怎么相信你25能认真做?,2,2025-04-03 16:46,红米 K70
648133861,沧海一粟,1,喜欢我训练营全忍者吗，诶我不给。虽然海贼，王者一大堆游戏都开放但我火影就是不开。,1,2025-04-03 17:43,Vivo IQOO 12
50365918,Z,1,感谢策划百忙之中开直播敷衍我们,1,2025-04-03 17:42,Vivo IQOO Neo9
627623242,仰,2,这个服务器最近很直观的感受到变差了，我以为是网卡，结果上网冲浪很多人都这样，那这下不得不怀疑游戏了，忍法贴也是又肝又氪，学生党不敢氪，给两星多多少少有点情怀,1,2025-04-03 17:41,红米 K70
116263027,魔兽BB,1,火影策划你们无敌了😂,1,2025-04-03 17:38,未提供
28202513,涆˜叅毣§,1,你凭什么说战争会结束,1,2025-04-03 17:37,Vivo IQOO 12
333315681,时迁,1,你凭什么说战争结束了,1,2025-04-03 17:36,Huawei Nova 11
62446570,龙取烈焱,1,打起来特别卡，平衡做的特别差，好不容易肝出一个忍者直接就被削废了。,1,2025-04-03 17:32,Vivo iQOO
455338092,刀客塔,1,一分给魔方，满分给策划,,2025-04-03 17:30,Blackshark SHARK PRS-A0
686816790,马上马佳琪,1,火影忍者你忘本了,1,2025-04-03 17:29,联想TB331FC
518254716,ioE,2,有点没看懂，火影这是要割韭菜凉了吗？还是说火影接下来还是继续运营？,1,2025-04-03 17:29,华为P30
71615067,云疏,1,火影我只能说能玩，海贼就算了十年后在玩吧。十周年跑路笑梗还笑人，你是在等米哈游突击pvp嘛😬,,2025-04-03 17:29,未提供
528443149,y.,1,忍界大战都看了，视频也刷了不少，很难想象一个快10年的游戏，一个月流水也能有40亿，把玩家的话当放屁你是怎么做到的？就拿昨天的直播5分钟看弹幕时间（是不是直播都要打个问号），你问一句想看泉奈，多数人在刷不想，还有的在说忍法帖，你从这么多弹幕就看了一个想，那确实太牛了，我是不理解蛤蟆广你怎么敢说自己是火影头子这事，装死，不回应，玩家们充钱是想让自己获得一个好的游戏体验，结果连两边游戏一视同仁都做不到，只能说魔方👍,,2025-04-03 17:29,HONOR AMM-AN00
53610997,不等到你不改名,1,这一分，致敬我八年青春,,2025-04-03 17:27,Vivo IQOO Neo9
448339016,寂寞,2,火影的真是一款非常好的游戏啊玩了两年就被背刺了，魔方真是忘本王啊,1,2025-04-03 17:24,联想Legion Y70
590724298,翎羽,1,木叶村快点完蛋吧,,2025-04-03 17:23,Vivo IQOO Neo9
101093505,Sakura⁣⁡⁠,1,"情报会:叽里咕噜叽里咕噜,<br />补偿10000金币+免费泉奈+漂泊琳<br />白绝：魔方的恩情一辈子还不完,<br />当场失忆<br />\😭/          \😭/         \😭/<br />👕              👕            👕<br />👖              👖            👖<br />👞👞         👞 👞        👞 👞<br />实际上:<br />送的忍者除了泉奈就是原本该有的福利<br />金币奖励只限于已经通关的老玩家和高战力玩家，萌新和低战玩家不沾边，这算补偿吗？",2,2025-04-03 17:13,Vivo IQOO Neo9S Pro+
19587464,莫争,1,我这个游戏时长按道理应该能说两句 但昨天晚上看完直播 词穷了 没啥想说的 就这样吧,3,2025-04-03 17:12,Vivo S20 Pro
447579079,落日の黄昏,1,游戏环境很差，策划不作为，赶紧换服务器吧，游戏都做了十年了差不多，还用着那个破烂，一年流水40亿还不够，你换吗？都够重做好几个火影忍者了,1,2025-04-03 17:10,一加8T 5G
19436878,柠檬管家,4,最近上架的的绯流琥蝎别的问题先不谈，傀儡音效能不能改成普通蝎的咔哒声,,2025-04-03 17:08,Huawei Nova 10 SE
465742589,？？？,1,🔖运营服务：好玩爱玩<br />1.策划对待自己的工作很认真负责，每个策划都很热爱这个游戏，不会出现把活全部揽在一个策划身上当牢模使唤，也没有策划一年不做忍者的情况<br />2.福利多，不肝不氪，大概率不会出现骗金币或者高招保底的情况，游戏里的金币获取效率也快，最重要的是去年和今年的高招真的是神作了吧，简直就是艺术品，解斑的制作我真的不敢相信怎么有制作这么精良的忍者<br />3.服务器优质 ，不会出现突然位移和卡顿掉帧的情况，也不会出现点一个界面卡一下的情况，也不会出现心跳超时<br />4.办事效率高，而且不画大饼，策划向来都是说到做到在玩家眼里可信度很高👍🏻办事真的雷厉风行，真的爱了<br />5.玩家的反馈也听的进去，不像别的游戏策划好几个版本才不情不愿的调整那几个牢角色和几个阴间，和他们对比起来火影策划简直就是香香软软的小蛋糕<br />6.忍者平衡性调整合理，不会出现很多T0和十几个阴间，而且忍者平衡性很快，不会出现原始人还挨刀子的情况，也不会出现三体人还加强的情况，也不会出现硬叠强度硬堆料的情况，策划做的忍者也很平衡，就比如奇拉比做的小李，青春模式无限技能我相信大家都能看出来策划很在乎平衡性<br />7.策划在面对玩家的声讨的时候光速道歉，更不会在道歉的时候带货介绍新忍者<br />8.策划在面对节奏的时候不会拿本来就要送的东西挡刀，不会出现本来拿就要送的两个加上可以免费玩一年的忍者平息节奏<br />9.玩家社区氛围很好，不会讨论一个问题就断定别人是尿液和尿垢，玩家素质高，没有水军洗地<br />10.忍法帖忍者好获得，尤其是补老忍法帖，只需1980点卷加25米或者198米等等，然后在做四个月任务，最后拿到的忍法帖忍者制作也很好，让人觉得这一切都值了，不想做任务也可以，只需要1200米就可以直接秒出来了，补老忍法帖也很简单，也是只需要1200米，花的时间也很少，最关键的是忍法帖很保值，大概率不会给你砍废上不了场<br />那这个时候就要有人问了，你评价这么好为什么打了个一星，因为我想打六星，这是多出来的一颗，一目了然就能让别人知道我打了六星，然后呢我给可玩性、画面音乐、运营服务、手感都打的不推荐，是怕魔方骄傲，像我这种为你们考虑的玩家真不多了吧😍😍😘<br />最后这是我的账号，我不知道为什么系统给我搞了个0分钟,21,2025-04-03 17:07,未提供
4446245,平平无琪,1,老年玩家，这游我现在已经不怎么氪金了(顶死月卡加泳装忍者)，凑合玩，养生吧<br />2020.09.04<br />朋友们今天看过伊法的视频了吗？蛤蟆广还是领口拉高帅一点对吧，他想笑，我也想笑，我真的是红温的想笑，我怎么会玩火影的,1,2025-04-03 17:06,未提供
703528999,铨,4,火影好玩但只有一个千代策划是真男人。言尽于此,,2025-04-03 17:04,Honor 60 Pro
391006025,GREY.,1,忍界大战开始了，鸣人可不等你了哦,3,2025-04-03 17:00,小米13
501848079,User501848079,1,忍界大战开始了，鸣人可不等你了。,3,2025-04-03 16:59,Vivo IQOO Z9 Turbo
98385835,露西亚·鸦羽,1,还在画饼都画到明年去了，除了泉奈是这次该补偿的，还有一万金币，老玩家不缺，s都是出就秒，新玩家拿不到，说隔壁策划口嗨你自己信吗，去年解斑开始后面忍者质量肉眼可见的拉，去年一年光千代一个人手搓一半忍者你们其他策划是在干什么，你还知道重做去年一推谢特，别的都重做了须佐止水怎么不重做，你不会以为这止水做的很好吧，我老玩家也支持忍法帖降价，任务获得周期缩短一两个月，别啥都让老玩家背锅，咱也不要非得25你降到98或者128上班时期缩短一两个月，不用升到200级就能用兑换币补老忍者，这三种你选两个也行,1,2021-06-20 02:37,iQOO 8 Pro
592241806,信王朱由检,1,忍界大战开始了，鸣人可不等你的哟。,1,2025-04-03 16:57,Hi nova 9 SE
57946503,柴鱼,1,这次道歉总结一下，就一点，漂泊带土要出了，大家快来买啊。还能说什么，道歉直播推销氪金角色，真的NB，还是个Tм的纯抄袭角色，脸都不要了，看似很多的福利其实也根本没多少或者拿不到，各种bug一个没解决，今天为止2025.4.3，游戏录屏依然卡死，进游戏没声音，决斗场绿网频繁卡顿，就这种情况还有脸推销氪金角色。,1,2025-04-03 16:52,未提供
335224814,孤,1,就一句话，魔方道歉!,,2025-04-03 16:52,Realme真我GT
69112230,吴铭,1,就这解决问题的态度，就值一个差评,,2025-04-03 16:50,Redmi K70 Ultra
32955303,松,1,忍界大战启动！,,2025-04-03 16:50,OPPO Find X6
35751126,你是我的天使吗,2,没得喷，千代真火影,1,2025-04-03 16:44,华为P30
367208743,追风少年,1,✋😭🤚哇！蛤蟆广将军送了我们三个忍者，哇，以后忍法帖还都送一个a啊！虽然说不补老忍法贴，但老玩家算人吗？（一些人也冷静一下，这里我帮他说句话，正常升等级也能升到100多级，所以你只需要花25就能够购买到个a，但是我觉得这事不能这么完，不能这么结束），虽然说隔壁海贼王说一个月就能制作一个对标隔壁火影高招a的1980金币角色，但是蛤蟆广和火影已经做这么大退让了，你们就不能多想想火影的好吗？不要老想火影，为你做什么？你要多想想，你能为火影做什么，况且火影不是把引擎优化了吗？你们还不满足？还免费送了三个忍者，整整三个！蛤蟆广的恩情，一生一世还不完啊，还不完，最后说一句，你凭什么说战争会结束？,,2025-04-03 16:43,未提供
50095112,名字加载中。。。。,1,领子还是拉高一点吧，比较有动漫感<br />似漫蛤蟆,,2025-04-03 16:43,Honor Play 5
333275849,或和,1,忍界大战开始了,6,2024-01-09 00:41,HUAWEI Nova 9
47394950,星空夜风,1,策划开始画饼了，魔方可不等你哦～😉,,2025-04-03 16:40,未提供
415417933,百碎,1,直播彩排，真不把玩家当人。😡😡,1,2025-04-03 16:37,Xiaomi Redmi K60 Ultra
500068042,颜龚,1,魔方就是不把我们当人看 把我们当傻子看,1,2025-04-03 16:36,一加手机Ace 3
429912060,User429912060,1,忍战开始，孩子们😔😡<br />发这个只是为了证明我不是水军，我是忍者,1,2025-04-03 16:29,Honor 70 Pro
475547424,ƪ(˘⌣˘)ʃ,1,依托，策划一点也不看重玩家。<br />战斗😡😡😡😡😡😡😡😡😡,,2025-04-03 16:28,未提供
126500461,这不哲学™,1,几年下来福利就没有大改过，高招还是基本要四万金币才能出个S，忍法帖25块只能拿到S忍体验卡，玩家反馈的那么多bug说是修复了其实只修了一半，还有的要未来几年才能修,1,2025-04-03 16:26,未提供
677164206,稻妻第一深情,1,策划老是骂玩家，新手干忍者太慢了,,2025-04-03 16:25,Vivo IQOO 13
580040479,蚀梦之岚,1,拉链拉太高了，有点想笑，别误会，是开心的那种笑😄,,2025-04-03 16:20, iQOO Neo7 SE
432420401,幺十,1,魔方的恩情还不完🙌🙌🙌,,2025-04-03 16:18,未提供
647346355,波奇酱,1,第二次忍战开始了😡😡,,2025-04-03 16:14,Nubia NX721J
9422350,憨憨滴ssr三金,1,快跑，mf十年前的屎什么也没改，团本普通玩家毫无体验，学生党想获得一个勋章忍者千难万难，一碗水都端不平，隔壁海获取一个忍者简单太多，学生党想搞一个s得一年，离谱到爆炸,,2025-04-03 16:12,小米15
531769240,地方,1,垃圾游戏，不好玩，把玩家当韭菜,,2025-04-03 16:12,Vivo IQOO Neo9 Pro
64683047,User64683047,1,早点毁灭，抱着你的草帽二周目,,2025-04-03 16:12,PTAC MGZ-BD00
325985032,雨中风凉,1,木叶村完蛋吧,,2025-04-03 16:12,Realme真我Neo7
27640388,浪迹天涯,1,木叶赶紧完蛋吧,,2025-04-03 16:11,Vivo Pad Air
409083537,ACCEL,5,忍界大战开始咯，鸣人可不等你了,,2025-04-03 16:09,Redmi K50 Ultra
34774629,想当鸽子的咸鱼,1,游戏质量很硬，但是运营太过分了，完全把玩家当狗溜，服务器太烂了，bug很多就是不修，最近忍者几乎全是千代做的，忍者质量怎么能保证？,,2025-04-03 16:08,一加手机Ace 3V
412981485,飞鸢,1,懂得都懂，战争还没有结束,,2025-04-03 16:06,OPPO Reno4中国版
16166642,SSA,1,以前有多热爱，现在就有多恨，恨其不争，策划组无能，态度上避重就轻，我看不到这游戏的未来，不建议入坑😃,1,2025-04-03 15:35,一加手机12
48128783,blue,1,来都来了，先吐口吐沫再走,,2025-04-03 16:01,Vivo IQOO 12
4939667,内鬼,1,就想要个态度 很难吗魔方？,1,2025-04-03 15:59,Blackshark SHARK KSR-A0
412398461,玖璃琲,1,策划非常好，很有礼貌。玩家叫了那么久，策划确实应该笑，我说的是那种心里开心的笑，玩家不要误会了。,,2025-04-03 15:55,Vivo V1955A
14940577,wohaoe,1,官方自以为是的不作为，自以为用一些早已计划好的“话术”就能打发玩家，只把这游戏单独的作为一个盈利工具的话，那可能要失望了，墙倒了还能砌，人心没了恐怕很难救了吧，火影忍者死于魔方的自大无知😅,1,2025-04-03 15:55,未提供
60855979,想学时停的龙龙,1,木叶快点完蛋吧😁,,2025-04-03 15:53,未提供
411555128,已经铭刻的又怎么会遗忘,1,抛开福利优化不谈，我还是觉得拉链拉高一点帅，有漫画感,3,2025-04-03 15:49,小米Mi 11 Lite 5G
32955756,某L-K,1,在？什么时候把服务器优化一下……<br />你无敌了魔法，这么多年还是这么卡😅,8,2025-03-19 15:20,未提供
589338576,hjk,1,运营就是这么对待我们玩家的？,1,2025-04-03 15:48,Xiaomi Redmi K60 Ultra
111065172,✧͡ົ清 ͮ风⃕ັ✬,1,魔方想发起忍界大战吗，有点意思,1,2025-04-03 15:48,未提供
428583899,Clear Mind,1,太史了，服务器心跳超时，bug一大堆，策划不作为，资源倾向海贼,1,2025-04-03 15:46,未提供
385917001,佰Q,3,策划划水，敷衍了事，我不知道为什么会这样，请真正热爱这款游戏的人来运营,,2025-04-03 15:46,Redmi K70 Ultra
335709404,怠惰的悠某人,1,忍界大战还没有结束,1,2025-04-03 15:45,Vivo V2314A
445876102,辞a,1,魔方你自己作的，怪不了别人，公平二字难我知道，但是你这态度我觉得没希望了，想玩的快跑,1,2025-04-03 15:42,未提供
321219882,SPIND337,1,五星防沉，说点想说的。<br />首先这tap tap时长不咋准，但也是从回坑以来玩了一千多个小时了。从19年就有“火影要凉了，魔方要卷钱跑路了的言论”，20年暗黑卡卡西事件，到21年川剧自来也事件，我从22年回坑以来，游戏的环境明显是好了很多。<br />但是，<br />1.高招保底机制，我连续三个s（带土，死门凯，九尾鸣人）高招返利一百抽全保底，死门凯甚至抽了320发才出，我甚至是v11多十几片返利。也就是说，新手获得第一个高招s的过程必定是极为漫长且痛苦的。即使魔方送s送a，新手也还是必须经历这个过程（甚至因为没人带而不能进高招节奏拉长这一过程）。<br />2.忍具，我打忍修团本，每次都保底先不说，在我只有两个究的情况下，狗魔方还能给我重复了，直接连着好几天睡不着了。然后因为是回归号，之前也没打过团本，九十级就到现在是一个没有。参考老哥的药丸，这东西相当坑人。<br />3.老区高战玩家三代纲手都五星了还能有好几千要塞币，回归号肝了八个月才出纲手（不去新区是因为这个号氪了比较多了，忍者都挺多的，但是隔了两年才回归，勉强进五组拿东西），资源分配极其不合理，回游奖励甚至还是那几个废a，就不给回归老玩家s，甚至鼬，迪达拉都是后来有20片了组织里乞讨才出。狗策划能看到还是考虑一下这个事。<br />4.送s忍，这个贴吧挺多讨论的，老玩家攒了七八十片了就给你送了还没其他的（金币/高招券）补偿，真的伤老玩家心，这破游戏一路走来难道是靠那些爷新们？<br />5.决斗场环境，一堆带节奏的易拉罐和孝子互喷，死水虚化狗盾狗也被嘲讽“要操作的”，练度上来什么忍者都能流畅连招骗替拉扯等等，没必要这么多节奏（多来点节奏😁，乐子✌🏻爱看）。其他的还好，火影忍者唯一值得推荐而且可以按头推荐的也确实只有决斗场了。<br />不喷其他的了，祝你游蒸蒸日上😤,,2023-06-11 18:17,未提供
67664470,T        T,1,友情提醒火影手游玩家，记得准时在清明小店给魔方上供，否则隔壁海贼产能下降，唯你们火影玩家是问,3,2021-09-12 12:24,Redmi K40 游戏增强版
327293277,墨卿,1,从去年开始入坑，充到v13了，这游戏非常不错，官方很听劝，十分推荐大家入坑，欸，想入坑可以找我，我有一个成品号，有大部分氪金a,1,2025-04-03 15:37,Vivo IQOO 11S
16745172,glmk,1,玩了几年了，魔方这次真的过分了，老而不死是为贼,1,2025-04-03 15:36,小米Xiaomi 12X
642641808,123456,1,以为是直播道歉结果是录播带货，还泄露了彩排，策划转职去当网红，然后被骂到退网吧,1,2025-04-03 15:33,Vivo IQOO Neo9
124617035,沐春轻羽,1,快来玩吧，逼氪，忍者粗制滥造，卡顿，摆烂，快来玩吧，生活太如意了就过来玩玩这个。,2,2023-05-29 04:11,Redmi K60
122104020,User122104020,1,你就继续装死吧,1,2025-04-03 15:32,未提供
484344985,Lzz,5,这是我最爱的游戏啊😭,2,2025-04-03 15:31,未提供
421316193,祝动词,1,你凭什么说战争会结束？,1,2025-04-03 15:29,三星Galaxy S24
608881961,依梦自然醒,4,问问几天一个区啊😁😆<br />🥊打击感：,,2025-04-03 15:26,未提供
536100999,下雨天,1,魔方工作室恶心玩家，特别情报会敷衍玩家，装聋作哑，自问自答。,3,2025-04-03 15:24,红米 K70
406981121,User406981121,1,在优化上线之前别想得到好评😓,,2025-04-03 15:22,华为FIN-AL60
576779664,gun,1,有这逆天运营策划你就搁那儿玩吧。,1,2025-04-03 15:20,未提供
330951402,葉落ちの幕,1,要是一个运营十年的游戏，年收40亿的游戏，你就这么对待，那你赶紧死吧,2,2025-04-03 15:19,Vivo IQOO Neo9
695394363,natsume,1,这就是你的道歉态度？,2,2025-04-03 15:11,Vivo X200
7048872,浮若年华,1,招笑福利1万金币，没有千万战力拿不满<br />S是百战系列，所以说11月份就会送<br />泉奈是拿来封口的，而且决斗场本来就能玩一年<br />上一次君麻吕不就是送的吗？漂泊琳也只不过是提前告诉你<br />只不过是把本该上的提前端上来了<br />先别着急的喷我是乞丐，福利多了，大家都是可以享受的。而且核心问题是忍者质量跟资源投入。他忍者质量下滑这么严重，他资源投去哪了？,,2025-04-03 15:09,iQOO Neo 5
18015538,李二狗,1,很好的游戏，使我小脸通红,,2025-04-03 15:08,未提供
326647630,夕羽,1,刚看完特别情报会，广哥这波可以说是该说的都说了，完全没有逃避，全都是正面回答的，该给的福利也都给了，还是很接地气的。就像广哥说的那样:我是你们最大的队友，代表90%以上玩家利益的广哥就是我们最大的队友！很喜欢广哥的一句话:我们会越来越好！辛苦广哥了，感谢魔方！[奋斗]五毛一条括号记得删,23,2025-04-03 15:07,Vivo IQOO Neo9S Pro
367959159,夫君子之交,1,战争还没结束,,2025-04-03 15:03,HONOR JDY-AN00
415117315,I am S8,1,这一枪是为了忍界大战，抵制魔方，抵制区别对待,1,2025-04-03 14:59,Xiaomi Redmi K60 Ultra
52197066,白菜,1,6年了，我的火之意志燃烧了六年都不曾熄灭过，天天玩天天玩都玩不腻，一天不玩就浑身难受，我一直以为我玩到关服都能继续保持热情，这次是唯一一次让我的火之意志开始摇曳了，，我一直都不在乎补完忍者后你就出百战然后免费送，也不在乎忍法帖老忍者要补很久，决斗场卡顿瞬移也是为数不多能让我红温的情况，但是这次直播策划都态度让我的心有点凉了,,2025-04-03 14:58,Vivo IQOO 11S
8033541,噬,1,幽默运营，今年最招缝合带土😂,,2025-04-03 14:58,Vivo X100 Pro
707057898,tap新檬,1,新玩家不建议入坑了,,2025-04-03 14:56,Vivo IQOO Neo7竞速版
701184071,古古怪怪,1,一年v15真得对你很失望 无奈又想笑,,2025-04-03 14:54,红米 K70
38779767,寻,1,没什么好说的,1,2025-04-03 14:52,一加手机12
3261203,老人与海,2,真垃圾，看似说了一大堆，其实就是正常的福利，恶心。本来打一星的，听说一星不计分，这才两星,1,2025-04-03 07:50,未提供
361009305,橘子🍊,1,对新手非常不好，很肝而且花费高，最近这次忍界大战了看出了魔方不想对火影用心了会慢慢死去这游戏,2,2025-04-03 14:49,三星Galaxy S24 Ultra
126654880,User126654880,1,发动第七次忍界大战吧,1,2025-04-03 14:43,Redmi K70 Ultra
36347381,Ambition,1,策划不重视玩家,,2025-04-03 14:41,Redmi K50
57903031,五月天,1,"天天画饼,吃🔟去吧",,2025-04-03 14:39,Vivo IQOO Z9 Turbo
558389678,天鲸,1,录播是吧，嘲笑玩家是吧，不道歉是吧😃,,2025-04-03 14:39,UNICOM VSENS VP005
4260179,・`ω´・),1,好玩爱玩，氪金活动多出点，垃圾忍者也多出点，这样你死的就快点。😁😁😁😁😁😁😁,1,2025-04-03 14:37,Xiaomi Redmi K60 Ultra
425857410,好烦(눈_눈),1,我不明白为什么策划说会这样,,2025-04-03 14:32,Realme GT5 240W
501699991,渔.,1,你好，我是孩子家长，我刚刚看了孩子手机，我也是无意间看到这款游戏的，你们玩这游戏什么意思？让你们家长看到了会怎么想，就这运营就这敷衍就这策划，我都不敢相信你是什么样的人，天天给这游戏充钱还不如给美女主播刷礼物，你们还敢充钱吗？我真的不敢想 不知道什么时候就跑路了😂,1,2025-04-03 14:32,未提供
32025822,阁下,2,刚看完特别情报会，广哥这波可以说是该说的都说了，完全没有逃避，全都是正面回答的，该给的福利也都给了，还是很接地气的。就像广哥说的那样:我是你们最大的队友，代表90%以上玩家利益的广哥就是我们最大的队友！很喜欢广哥的一句话:我们会越来越好！辛苦广哥了，感谢魔方！（发到评论区一条五毛，括号记得删）,46,2025-04-03 14:31,Xiaomi Redmi K60 Ultra
688550964,aaaa,1,幽默服务器,,2025-04-03 14:30,Vivo IQOO Neo10
338126837,这个人很懒，什么都没留下,1,这里有一款冤种模拟器大家快来玩吧,2,2025-04-03 14:22,Redmi K60
655761538,铃鱼踏晚,1,一点诚意都没有，直播关键问题一个不回答,,2025-04-03 14:20,荣耀 X30
580960021,为了毁灭,1,服务器是不修的，直播是超前点播的，玩家需求是看不到的,,2025-04-03 14:17,Vivo X200 Pro Mini
485908021,warmtown,1,正视玩家需求,,2025-04-03 14:11,一加手机Ace 3V
583091765,八个小矮人,1,这就是策划给我的自信,,2025-04-03 14:09,Honor X40 GT
1749087,蓝翔雪梨哥,1,无敌了魔方,1,2025-04-03 14:08,Vivo IQOO 12
466738782,半夏🍳 微凉🍥,1,被三国杀策划恶心了，来刷个差评,1,2025-04-03 14:05,Vivo Y300 Pro
